Order_ID,Product,Category,Salesperson,Region,Units_Sold,Unit_Price,Total_Sales,Order_Date,Customer_ID
4195,Printer,Electronics,Megan Hopkins,South,1,1400.09,1400.09,2024-07-12,619ab698-6849-4f22-b0e2-a3c4d471edb2
4196,Monitor,Electronics,Megan Hopkins,East,10,638.98,6389.8,2024-11-09,6526d21c-1a06-4b21-b17f-f5396561e203
4197,Laptop,Electronics,Amanda Alvarez,West,17,1218.48,20714.16,2024-05-31,65426b58-bca6-4330-847a-8bab2f86803b
4198,Mouse,Accessories,John Montoya,East,15,90.58,1358.7,2024-12-09,f5e101b2-86ae-4dd6-85dc-36884fadde34
4199,Headphones,Accessories,John Montoya,East,20,1382.08,27641.6,2024-06-03,ea7966a0-c016-41ac-a747-42f30d2350ca
4200,Tablet,Electronics,Anthony Stevens,East,3,1243.55,3730.65,2024-09-01,9ffe758c-6cc2-406a-a187-c97ebc5c2733
4201,Mouse,Accessories,Megan Hopkins,West,16,551.89,8830.24,2024-05-05,71df73e6-4dec-4208-97f8-b78d2badfd8c
4202,Headphones,Accessories,Jason Barrera,West,7,361.92,2533.44,2024-01-20,7cafe333-821d-4add-bdbc-c09c18e09e1a
4203,Mouse,Accessories,Tammy Klein,South,9,410.72,3696.48,2023-04-30,2fb36ceb-829d-41c8-9f79-2c3db3490704
4204,Camera,Electronics,Jeffrey Davis,East,6,362.04,2172.24,2024-04-04,bf5dcf35-56c5-4f7f-a155-6ef18a28f2ef
4205,Mouse,Accessories,John Ball,South,1,865.8,865.8,2023-06-13,cef932a9-4c07-499f-81f2-55ec32540c51
4206,Printer,Electronics,Adrian Allen,North,5,1628.57,8142.85,2023-09-15,fae51da1-b366-4fa8-bb24-a5e111543a59
4207,Headphones,Accessories,Tracy Hodge,East,19,1464.0,27816.0,2023-09-22,fb36fa54-93fd-426f-a8fd-7ac65d5b0d6c
4208,Headphones,Accessories,Michael Morales,East,4,189.1,756.4,2025-03-04,882e3e1e-203a-47b2-bf87-86be1865127b
4209,Printer,Electronics,Mary Coleman,North,5,1203.25,6016.25,2024-11-18,8433712c-59e0-40cf-8d01-35b3befa0894
4210,Mouse,Accessories,Jeffrey Bailey,West,8,899.99,7199.92,2024-02-21,6303ffd1-cf79-4238-bff8-d89c511897a5
4211,Camera,Electronics,Antonio Ellis,South,14,386.1,5405.4,2024-10-29,198c0bfe-2d38-4944-9311-a26aea69ca3b
4212,Keyboard,Accessories,Antonio Ellis,South,2,891.36,1782.72,2025-03-27,88c4d33d-6626-4fb1-af31-dd5f26808050
4213,Smartphone,Electronics,Lisa Kirk,East,20,1053.03,21060.6,2024-11-20,2c3c7973-c07d-4e88-b808-1b17ea1e0916
4214,Tablet,Electronics,Lisa Kirk,North,7,449.29,3145.03,2023-09-04,29674fd2-befd-4aa1-bd12-bc1be648ab60
4215,Smartphone,Electronics,Pamela Miranda,North,2,581.59,1163.18,2023-09-20,336de5e5-079e-4533-8c47-c1512a4e3345
4216,Tablet,Electronics,Pamela Miranda,South,3,1646.9,4940.7,2024-12-27,b8864c7f-6a02-4267-8c7d-3da3b87c661b
4217,Smartphone,Electronics,Mrs. Heather Kim DVM,South,4,1902.03,7608.12,2025-03-09,e01c846d-7d6a-4871-82b1-2b455814a9f8
4218,Headphones,Accessories,Kevin Farley,East,10,1047.16,10471.6,2023-09-08,90321c22-37b5-4730-b80d-f397fd669d92
4219,Smartphone,Electronics,Kathryn Clark,East,18,349.62,6293.16,2024-05-10,5070852c-8cb2-4aa8-932e-e3f6adc537b6
4220,Printer,Electronics,David Thornton,West,18,1024.03,18432.54,2023-09-01,1cb01ee3-3e8b-46d5-a23f-b754cfe673e0
4221,Printer,Electronics,Amanda Alvarez,North,4,1538.97,6155.88,2024-09-27,55bdab14-ed54-4bbb-8d74-c5a61c8224f7
4222,Smartphone,Electronics,Ryan Hodge,East,9,1134.73,10212.57,2024-04-16,9c1c0594-612d-45ea-8b08-796322a18e33
4223,Laptop,Electronics,Jeremy Clements,East,10,1512.65,15126.5,2023-06-05,62496406-1989-4f8e-8857-086550af65c2
4224,Laptop,Electronics,Lance Chavez,West,6,1161.53,6969.18,2023-08-25,9e41745d-17b1-464c-a8ef-fffcc8b109df
4225,Tablet,Electronics,Lisa Bennett,West,17,986.86,16776.62,2023-12-06,a50b3890-33e0-439e-ad0d-873830194486
4226,Mouse,Accessories,Ryan Hodge,East,13,1293.72,16818.36,2024-01-06,73e2b4e4-43b5-4eb7-b008-762a6cd08b14
4227,Keyboard,Accessories,Jason Barrera,East,4,1211.8,4847.2,2025-04-19,b58792b2-1f0c-483d-9083-d70d4598b0a7
4228,Headphones,Accessories,Mary Coleman,East,6,268.0,1608.0,2025-04-16,3f8b87e1-0121-4bee-8ccb-973c8cba5f30
4229,Headphones,Accessories,Kathryn Clark,West,5,399.14,1995.7,2024-05-28,6742ab21-9ed0-4514-8aa1-647d9546743e
4230,Monitor,Electronics,Mrs. Heather Kim DVM,North,10,1395.85,13958.5,2024-05-03,64c4a1c3-cd4a-4197-8cbe-a0a96e6ba6ae
4231,Laptop,Electronics,Margaret Wilson,South,20,543.22,10864.4,2024-07-15,84887dc6-f22b-4266-8719-a37589ec09e4
4232,Monitor,Electronics,Samantha Smith,East,16,1878.44,30055.04,2023-08-17,c4944570-7478-4cc4-82bd-c795f39a688b
4233,Smartphone,Electronics,Ryan Hill,West,20,920.7,18414.0,2024-11-19,b2a93793-b606-4f38-add9-62b1c5fc7610
4234,Printer,Electronics,John Lamb,East,19,1396.78,26538.82,2023-08-09,afdd9ec7-dcd4-45ae-a308-1c2fec532e4a
4235,Smartphone,Electronics,Stephanie Munoz,South,17,1411.7,23998.9,2023-07-16,ecfca2fb-94ee-416f-93a0-5b8fbc5758e4
4236,Smartphone,Electronics,Ashley Thomas,North,2,477.71,955.42,2024-11-27,7707fd57-ea7b-4e18-ba73-7d11fdc1fda2
4237,Printer,Electronics,Elizabeth Hill,West,1,1488.13,1488.13,2025-04-03,3366cbf3-370a-4950-976f-32b368bc1ca5
4238,Headphones,Accessories,Kathryn Clark,North,2,60.5,121.0,2025-01-01,d948fc81-c3ba-4f97-9bca-10e9f6497230
4239,Monitor,Electronics,Ashley Thomas,South,18,706.49,12716.82,2024-04-07,910daea7-3eb2-4448-b238-f1e1a87c0b77
4240,Tablet,Electronics,Jason Barrera,South,4,57.51,230.04,2024-03-27,54bd6e02-3bb7-4b7a-8a68-0f018f970263
4241,Laptop,Electronics,Cindy Jordan,South,9,526.33,4736.97,2024-03-20,32af9a28-819a-4ff4-820c-8e222626255f
4242,Tablet,Electronics,Marc Downs,North,12,1128.64,13543.68,2024-04-22,8b2f4059-835d-483f-8aa5-80f31ae2f4f7
4243,Headphones,Accessories,Tammy Klein,South,19,1546.25,29378.75,2023-05-21,147aea50-724f-4380-abe1-2f3369bdd0e8
4244,Laptop,Electronics,Nathaniel Crosby,West,13,1091.26,14186.38,2024-05-08,71d5ee9a-794c-4e8a-af19-8c5eeb3f26a9
4245,Printer,Electronics,Jerry Martin,West,14,1870.45,26186.3,2023-06-19,c4716c29-f80c-488a-8534-a4cc9037b042
4246,Monitor,Electronics,Mrs. Heather Kim DVM,South,17,1238.36,21052.12,2024-01-18,7921d815-0a56-44b4-aef8-05f9470ea001
4247,Printer,Electronics,Anthony Stevens,South,7,1638.39,11468.73,2023-12-07,24813bfd-128f-4e9d-a777-b47c8a04970a
4248,Printer,Electronics,Ashley Thomas,North,17,705.63,11995.71,2025-03-18,dd25b3a6-0260-4e36-9a30-2538e6ce7e54
4249,Smartphone,Electronics,Dr. Tracy Ritter,West,6,825.42,4952.52,2024-05-28,33532802-2e4e-447f-abc2-29ba45f3976a
4250,Smartphone,Electronics,Marc Downs,West,18,644.17,11595.06,2023-11-18,0f4a558c-0060-4dcb-ab16-4dedef9caa63
4251,Smartphone,Electronics,John Montoya,North,7,352.35,2466.45,2025-02-06,ca09aeb8-a04f-4f8d-a669-9b7c8f5f976a
4252,Tablet,Electronics,Jerry Martin,South,8,1447.95,11583.6,2024-05-08,7f2959f9-5588-460a-a38c-43976edec2f0
4253,Headphones,Accessories,Angela Gutierrez,South,12,1800.54,21606.48,2023-08-16,600830f8-c90e-4723-a101-1a9d7f950ff0
4254,Camera,Electronics,Ashley Thomas,North,17,979.9,16658.3,2024-04-30,f3463bc6-cba4-4987-af94-aab902d956d2
4255,Laptop,Electronics,Jason Barrera,West,16,802.0,12832.0,2024-07-08,c1cbf432-eda3-497e-a571-f4f97a74ea34
4256,Laptop,Electronics,Elizabeth Hill,East,19,375.74,7139.06,2023-09-07,c026cb5e-a409-4cd4-a6ec-2d2781199d5c
4257,Tablet,Electronics,Ryan Hodge,North,9,532.36,4791.24,2025-02-20,3f19fc9e-920f-424a-8b9e-9ab45a957e71
4258,Smartphone,Electronics,Jack Perry,South,15,1233.06,18495.9,2023-11-22,ef843376-b839-43e1-b413-432c097d8785
4259,Printer,Electronics,Samantha Smith,West,17,1404.85,23882.45,2025-01-06,c3bb3bdf-941e-4114-bb75-5e4893b3968a
4260,Mouse,Accessories,John Lamb,West,19,1713.8,32562.2,2024-08-21,2d3996e5-00d2-4352-b719-25f39f0e3872
4261,Monitor,Electronics,David Thornton,East,12,1338.45,16061.4,2024-11-02,ada70901-7eb3-4918-a423-c2c6ff5a7063
4262,Headphones,Accessories,Ashley Thomas,North,5,1417.92,7089.6,2024-05-01,1f900728-ce45-4d7c-8e30-2127f59efcf3
4263,Printer,Electronics,Anna White MD,West,18,799.72,14394.96,2023-11-09,a12c8af6-9c6d-4659-9cba-a09ab7c92593
4264,Headphones,Accessories,Jack Perry,East,19,1667.39,31680.41,2023-10-01,8680785b-2110-4c40-b942-a54deffccf7d
4265,Headphones,Accessories,Cindy Jordan,West,7,650.69,4554.83,2024-09-15,5b8667da-2084-48cc-a71f-fed2bb20d0cf
4266,Tablet,Electronics,John Lamb,South,11,685.99,7545.89,2024-08-29,945b767f-dd0f-41ce-820d-223669924109
4267,Keyboard,Accessories,Antonio Ellis,West,1,1539.79,1539.79,2024-01-28,69e47297-d9a7-4d79-aec0-cd9e2cf34c74
4268,Keyboard,Accessories,Amanda Mueller,North,15,572.83,8592.45,2025-02-11,583dc903-1301-4910-899f-df744c46ce64
4269,Camera,Electronics,Michael Morales,West,14,1201.02,16814.28,2023-06-11,d1553b8f-a5ae-4e9f-a927-bf11875d5b5c
4270,Keyboard,Accessories,Kevin Farley,West,19,1256.53,23874.07,2024-07-19,691f8ad8-dddd-4c72-8a87-567b4c69662e
4271,Camera,Electronics,Tracy Hodge,North,18,1574.6,28342.8,2024-11-18,356a11cf-6f83-47e2-bc5f-3428280f82a5
4272,Camera,Electronics,Amanda Alvarez,West,9,1140.34,10263.06,2023-10-06,771b53d1-a682-4092-bc13-5425ef6a9c66
4273,Keyboard,Accessories,Jason Barrera,East,3,1909.54,5728.62,2024-08-24,780027a9-ae13-434a-84d8-af88d2df5a37
4274,Monitor,Electronics,Lucas Li,East,4,851.36,3405.44,2024-03-20,636eea7b-bf81-4d4a-a610-819c0752b082
4275,Monitor,Electronics,Margaret Wilson,West,17,1890.26,32134.42,2024-07-09,365811c2-38ac-462c-b458-357c4acf0b64
4276,Mouse,Accessories,Mary Coleman,West,19,1096.05,20824.95,2025-03-06,afe7ab8f-33de-463e-8e2d-4ae105bb9b3c
4277,Tablet,Electronics,Angela Gutierrez,West,10,1563.99,15639.9,2024-03-12,e456df61-fcdd-4869-9c96-2262609f1e7d
4278,Tablet,Electronics,Tracy Hodge,East,10,666.27,6662.7,2025-01-16,ddf299cb-7b74-4ca6-8af2-381fa60af8f7
4279,Headphones,Accessories,Antonio Ellis,West,1,687.0,687.0,2024-08-30,dc818677-de21-4205-859d-0450d778101f
4280,Headphones,Accessories,Samantha Smith,North,6,827.02,4962.12,2024-12-04,4303e2f8-06bc-4eda-ab83-9b7e15cdcfcc
4281,Camera,Electronics,Lance Chavez,West,13,615.26,7998.38,2024-11-23,c92d7c3f-3129-46cb-ba78-9ff27064f307
4282,Laptop,Electronics,Tracy Hodge,South,9,1092.55,9832.95,2023-06-13,937308af-187e-46f0-aaa4-cd173b99eafb
4283,Keyboard,Accessories,Adrian Allen,North,8,51.06,408.48,2024-05-19,957cf3b2-36d2-4bdd-a146-534799eb3125
4284,Tablet,Electronics,John Ball,South,2,693.27,1386.54,2023-09-06,3d0a6673-b9d2-4e1c-9bd9-fffc38ffaad8
4285,Keyboard,Accessories,Antonio Ellis,South,20,1210.26,24205.2,2023-07-31,8746c4e7-107e-48f7-ad6c-d2b24ad6dbe9
4286,Camera,Electronics,Andrew King,North,18,727.88,13101.84,2023-09-05,ad4ae381-0a2d-43cb-a39e-436d83583bca
4287,Monitor,Electronics,John Montoya,South,15,1587.19,23807.85,2024-09-05,b486088e-1794-4712-b74e-0d04bfe216af
4288,Laptop,Electronics,Nathaniel Crosby,North,7,139.55,976.85,2024-11-15,f709ac68-3f22-4213-99d0-9a7242a5512a
4289,Mouse,Accessories,Seth Howell,West,13,248.55,3231.15,2024-05-12,d0603f61-2bd1-4d9f-9c22-22f916bf0fbb
4290,Mouse,Accessories,Stephanie Munoz,South,1,1826.76,1826.76,2024-08-13,b530ae73-0a22-4a14-ba8f-e0fec301279b
4291,Mouse,Accessories,Jeremy Clements,East,4,1138.02,4552.08,2025-02-19,38584498-0625-40d8-b21c-26ab6abf3bf6
4292,Monitor,Electronics,Anna Robertson,East,14,925.21,12952.94,2025-01-24,51955eee-3cac-4ece-9d8f-b5167c0c754f
4293,Laptop,Electronics,Taylor Hill,West,1,1324.57,1324.57,2023-12-24,c56b9cfe-42b7-4621-a947-d5f25461df95
4294,Tablet,Electronics,Jeffrey Davis,South,14,1762.46,24674.44,2024-09-29,3b1e33aa-103c-4dcb-aa13-75c1456d9e47
4295,Laptop,Electronics,Tracy Hodge,North,7,884.07,6188.49,2024-08-25,ebdf7198-8e2f-4166-a615-761021bff770
4296,Smartphone,Electronics,Nathaniel Crosby,South,9,1841.92,16577.28,2023-10-10,10c8e6dd-e1d9-41dd-8b36-55029067f4cc
4297,Keyboard,Accessories,Andrew King,South,20,1210.85,24217.0,2024-06-19,23c6eefe-f38b-4932-a2b8-804a5d40c1a5
4298,Laptop,Electronics,Jason Barrera,West,9,1347.27,12125.43,2024-11-24,8229e4db-59ea-4cc3-9090-9dc11a238477
4299,Printer,Electronics,Jennifer Wilson,West,12,371.43,4457.16,2023-12-22,0684bf5a-df34-4370-aaa7-026958705b7b
4300,Laptop,Electronics,Jeremy Clements,South,5,277.82,1389.1,2024-12-21,8e84cb9e-e8c5-4633-b0c7-34329f7719c5
4301,Mouse,Accessories,Jack Perry,West,16,317.01,5072.16,2023-08-21,997afa2e-ca8f-4884-9fe9-f8cf82458f55
4302,Printer,Electronics,Amber Nixon,South,6,1880.93,11285.58,2024-08-26,87d05e37-d549-41d9-8ecb-231a291eb877
4303,Headphones,Accessories,Samantha Smith,North,11,510.03,5610.33,2024-08-22,38c3f621-6fa3-488b-a3e6-2d4acea6dcc3
4304,Keyboard,Accessories,Anna Robertson,North,9,1022.86,9205.74,2025-01-20,8602cb33-c903-4440-a0ac-9ed6f18c9ab2
4305,Camera,Electronics,Jeremy Clements,East,18,612.72,11028.96,2023-09-05,4b6fcf97-d233-4290-8f8b-1c293ed14897
4306,Mouse,Accessories,Anna White MD,South,20,902.29,18045.8,2025-02-05,3eff219d-c7b9-4384-933f-caf133f51082
4307,Headphones,Accessories,Angela Gutierrez,South,18,489.19,8805.42,2024-04-11,bc3d8a44-2f30-4950-9d99-9c7ca56bb6d8
4308,Laptop,Electronics,Lisa Bennett,North,5,610.57,3052.85,2023-10-19,d2a9d4e3-920e-436f-baa1-dba1e19378b8
4309,Mouse,Accessories,Mary Coleman,North,6,1417.96,8507.76,2023-11-01,8d5ea5fa-f648-4f10-ad65-a0a37774899e
4310,Laptop,Electronics,John Montoya,South,13,299.07,3887.91,2023-05-27,ed4ebdb1-04f9-4f22-9343-588bddffc2c1
4311,Headphones,Accessories,Ryan Hill,North,16,511.82,8189.12,2025-03-18,313e0f51-bed8-4c1b-a645-c1daf024a49a
4312,Headphones,Accessories,Dr. Tracy Ritter,West,16,356.25,5700.0,2024-04-28,01e2905b-e033-4b54-9537-bd822dfad0c5
4313,Keyboard,Accessories,David Thornton,South,20,725.68,14513.6,2023-08-07,b1d984be-3fc0-42c9-84fe-d9a0797ca278
4314,Mouse,Accessories,Kathryn Clark,East,18,683.21,12297.78,2024-07-15,54e13d33-62f0-423a-a033-7847478153b9
4315,Headphones,Accessories,John Lamb,East,6,1378.47,8270.82,2023-09-08,2532c300-dac3-42ab-a235-08a4baef501a
4316,Mouse,Accessories,Amanda Mueller,East,4,841.86,3367.44,2023-10-27,9d78a1b1-c838-4ab1-b512-4b09a336702e
4317,Tablet,Electronics,Cindy Jordan,West,12,1249.15,14989.8,2023-09-12,a7d4fb21-7962-4ff8-a66e-4037bed9d82a
4318,Camera,Electronics,Kevin Farley,North,11,1836.66,20203.26,2023-09-23,d608d37b-424c-4c09-825a-647c12db43f7
4319,Tablet,Electronics,Dr. Tracy Ritter,North,12,651.6,7819.2,2023-12-13,c1be3dc0-04d4-438f-979c-f6200056e8a3
4320,Smartphone,Electronics,Andrew King,West,15,649.15,9737.25,2023-05-27,cf92c00a-804c-4731-8cb2-dd4de29ff6f0
4321,Camera,Electronics,Pamela Miranda,East,7,745.41,5217.87,2023-11-20,6df50693-da96-4bc2-ad30-ad8dd3509db4
4322,Headphones,Accessories,Amanda Alvarez,West,17,1477.01,25109.17,2024-08-19,3cc9d86b-6c6c-4c43-96bb-0dfb6fb1aa47
4323,Keyboard,Accessories,Samantha Smith,West,4,744.99,2979.96,2025-01-11,ca70b852-c6f4-4e3f-96da-682ff2f9796b
4324,Keyboard,Accessories,James Noble,West,7,556.92,3898.44,2024-09-11,f66eb828-903e-4ff2-9c8f-468585b39407
4325,Monitor,Electronics,Lance Chavez,East,8,1002.24,8017.92,2023-08-03,e5d5167c-84f8-4b69-b759-f92e2c24ebae
4326,Tablet,Electronics,Tracy Hodge,South,7,293.38,2053.66,2023-08-31,a8aee60d-9083-4a9a-ad7f-6f14a1e3c06c
4327,Monitor,Electronics,Tammy Klein,North,3,1392.34,4177.02,2025-02-19,eb264872-4865-4394-8e8a-0103b17f00b3
4328,Monitor,Electronics,Stephanie Munoz,South,14,1875.86,26262.04,2023-11-28,b35b2ae6-217b-4031-9514-608dcacac0a6
4329,Tablet,Electronics,Jeffrey Davis,South,18,183.22,3297.96,2024-01-24,87d739b1-07b1-4019-967c-7454051ea565
4330,Headphones,Accessories,Jeffrey Davis,West,7,68.8,481.6,2023-04-29,377a5987-3b93-45f4-a81a-2686f1d19324
4331,Tablet,Electronics,Elizabeth Hill,South,11,1384.33,15227.63,2024-06-21,3da64003-5207-4b9d-b7df-20bc45d82120
4332,Mouse,Accessories,Mrs. Heather Kim DVM,North,15,1398.44,20976.6,2023-09-19,7b9ddd30-4750-4a12-b320-554e296b931d
4333,Printer,Electronics,Cindy Jordan,South,11,1471.43,16185.73,2025-04-11,fd4f8967-6e91-4326-9de9-c53c771f1ec5
4334,Camera,Electronics,Taylor Hill,North,4,1048.17,4192.68,2024-02-23,7e362c0c-1f21-4b04-aa60-78b6d5c9a9a1
4335,Smartphone,Electronics,Adrian Allen,West,16,416.58,6665.28,2025-03-28,ab7b0f1e-031f-43db-aa43-180264862166
4336,Keyboard,Accessories,Jeremy Clements,West,3,1483.68,4451.04,2025-01-21,30f142fd-8426-4466-9265-fc3ec439b2d4
4337,Camera,Electronics,Ashley Thomas,West,6,1205.36,7232.16,2024-06-12,5863d74b-8b41-4f17-b110-9fe79c6c7c48
4338,Printer,Electronics,John Lamb,North,10,487.74,4877.4,2023-07-26,30183184-f3a2-4853-ac52-97bb7e4bfc58
4339,Printer,Electronics,Amanda Mueller,East,13,1276.75,16597.75,2023-10-07,5d508b31-1ea2-4ac3-b86e-b1a4d6f3d5b7
4340,Printer,Electronics,Andrew King,East,2,1238.7,2477.4,2024-05-03,440ea0de-87dc-40e6-a778-151e065afe74
4341,Laptop,Electronics,James Noble,North,4,144.04,576.16,2024-04-24,4f56b935-1f94-4e90-a164-4af1c86e6104
4342,Tablet,Electronics,Lisa Kirk,West,8,1176.01,9408.08,2025-02-04,f56e302c-5708-41c3-8942-df76b6ed38d9
4343,Tablet,Electronics,Pamela Miranda,East,6,235.64,1413.84,2025-02-14,2bf431a1-5346-4606-a60a-511c6865de82
4344,Smartphone,Electronics,David Thornton,West,17,616.49,10480.33,2024-06-12,613304ef-4507-4a7c-a883-0eb0403522e7
4345,Keyboard,Accessories,Jerry Martin,East,13,590.02,7670.26,2023-04-30,7d98208e-a7a5-4463-b34c-3112bca02cff
4346,Tablet,Electronics,Amber Nixon,East,20,1514.61,30292.2,2023-06-17,9a1be2a2-f12e-4688-92e0-3244eb4bfef8
4347,Camera,Electronics,John Lamb,East,15,382.86,5742.9,2025-03-12,1bc7af95-09bc-4e5e-9c27-c3534d8b58c5
4348,Mouse,Accessories,Amber Nixon,West,11,1288.46,14173.06,2024-12-07,1a0a87b1-3d4d-4510-934d-7753715e01c0
4349,Mouse,Accessories,Jeffrey Bailey,South,17,1496.7,25443.9,2023-12-04,46ccb969-2a5d-4d99-ba87-a6b8010d56cf
4350,Laptop,Electronics,Mrs. Heather Kim DVM,South,3,910.16,2730.48,2024-05-04,e0697f3a-06a9-49d6-a742-2c64d7ae3f57
4351,Camera,Electronics,Seth Howell,North,5,633.52,3167.6,2024-04-29,116b403a-5485-4162-9f86-214aaafc50d2
4352,Tablet,Electronics,Megan Hopkins,West,3,951.14,2853.42,2024-03-03,e323a8a0-ae1b-4403-a082-4acd80d9a27c
4353,Mouse,Accessories,Jeffrey Bailey,East,9,1854.61,16691.49,2025-04-11,dc931985-5c0a-42fb-8c9d-01a057b00def
4354,Smartphone,Electronics,Benjamin Heath,South,14,1017.86,14250.04,2024-08-23,1d82e816-c431-40d3-89f6-668934ad4b48
4355,Headphones,Accessories,Ryan Hodge,West,17,254.38,4324.46,2023-05-14,134d38d4-209e-44e6-95b1-971d6469ea5c
4356,Headphones,Accessories,Seth Howell,South,1,459.34,459.34,2023-09-02,5889c7ff-6cf7-4602-8c7c-c1dda56787e8
4357,Tablet,Electronics,Lisa Kirk,West,18,272.45,4904.1,2024-08-13,ee7cb549-11d5-439d-91bf-f79d28b2b1b0
4358,Smartphone,Electronics,John Ball,South,20,1972.84,39456.8,2024-04-28,672d8e7b-0371-4e6e-952b-65295ca53073
4359,Camera,Electronics,David Thornton,North,9,1893.26,17039.34,2023-10-16,a256a0b8-9470-448d-9a38-3e071d144e00
4360,Mouse,Accessories,John Ball,North,1,1488.88,1488.88,2025-03-25,17ef4700-68b9-4f24-a0ee-2c2bad05b4da
4361,Headphones,Accessories,Angela Gutierrez,West,15,1175.33,17629.95,2024-06-05,2078627f-1209-40d0-ac82-dc6647539297
4362,Mouse,Accessories,Cindy Jordan,South,18,1729.81,31136.58,2023-08-25,527e77d4-c336-40c8-b341-2276dfa0a2ba
4363,Printer,Electronics,John Lamb,South,8,1655.07,13240.56,2023-09-18,01bacb33-0df0-4424-8755-33fa72627f09
4364,Mouse,Accessories,Ryan Hill,East,17,1100.0,18700.0,2024-01-27,2c078db1-476b-4311-8d21-c5666bfff30c
4365,Laptop,Electronics,Jeffrey Bailey,West,1,1549.16,1549.16,2024-06-13,bdfdbbfd-427a-4759-bd7e-bc31ac77ad02
4366,Mouse,Accessories,Megan Hopkins,South,13,88.95,1156.35,2023-08-07,5f0f786c-7556-48fc-9ebb-7c4072996ead
4367,Smartphone,Electronics,Samantha Smith,South,19,205.65,3907.35,2025-01-29,4dbe724e-9b5a-47ba-a4ec-570796634845
4368,Monitor,Electronics,David Thornton,South,19,1970.28,37435.32,2023-09-17,9db652c2-1ac6-4125-ac5e-82dd756ec059
4369,Keyboard,Accessories,Amanda Mueller,East,12,286.46,3437.52,2023-10-04,8b58a433-8685-425e-b0cd-82d0cc869376
4370,Printer,Electronics,Lance Chavez,North,17,689.78,11726.26,2024-12-26,dd60eb0e-ef89-4621-83da-7a2919c972b5
4371,Tablet,Electronics,Angela Gutierrez,North,2,602.64,1205.28,2024-08-18,6868c898-aa8a-42da-836a-2f625f3150e5
4372,Laptop,Electronics,Amanda Mueller,East,7,1443.54,10104.78,2024-06-02,ca99984c-59d8-4304-ad25-ca4dd2db2157
4373,Monitor,Electronics,Jason Barrera,North,11,1868.7,20555.7,2024-05-18,f7f9723a-a455-426f-9040-79b4993372a8
4374,Tablet,Electronics,Lisa Bennett,South,13,1527.18,19853.34,2024-07-07,2a2cb20f-eef3-4f11-b4b2-dd9bb60c5e21
4375,Headphones,Accessories,Anna Robertson,North,7,1395.9,9771.3,2025-03-03,d6975f63-9fee-4f18-ae34-d2271e80149a
4376,Tablet,Electronics,Seth Howell,West,19,528.42,10039.98,2023-07-22,4b19a37c-7444-483a-bc0b-ec46924f138c
4377,Mouse,Accessories,Marc Downs,North,1,1271.93,1271.93,2024-07-29,79617b11-0556-49c2-8a72-c4e536ba4113
4378,Tablet,Electronics,Cindy Jordan,West,3,765.1,2295.3,2024-07-18,b9e54621-268e-4630-a2fa-19d7a614021d
4379,Keyboard,Accessories,Anna Robertson,South,3,1318.79,3956.37,2024-11-27,a878007b-3d38-45dc-aa43-76554cab14ca
4380,Printer,Electronics,Jeremy Clements,South,19,1000.32,19006.08,2023-11-05,0da66b97-dfef-4d65-8016-84af8c2fbc2e
4381,Headphones,Accessories,Adrian Allen,East,4,247.46,989.84,2023-10-24,5bbc4b24-658c-4dfb-9c1b-cfaa7c0de612
4382,Keyboard,Accessories,Marc Downs,West,20,133.05,2661.0,2023-05-21,a662b4b7-ee73-428c-8279-bdea9a180cf6
4383,Headphones,Accessories,Taylor Hill,South,16,998.01,15968.16,2023-10-28,a73d5e21-4283-4c78-b614-afefeb6b27fa
4384,Camera,Electronics,Tracy Hodge,South,18,1209.28,21767.04,2024-06-28,e77bf6ea-638a-40e0-92b0-335de8cd8839
4385,Printer,Electronics,Tammy Klein,North,11,1832.52,20157.72,2025-01-25,d0df3370-fa76-4ed5-a609-78101f6fd14f
4386,Keyboard,Accessories,Mrs. Heather Kim DVM,North,13,1624.11,21113.43,2023-08-04,4cb3a4eb-4d01-4233-a7f5-d9b1de671c7b
4387,Keyboard,Accessories,Kevin Farley,West,3,118.18,354.54,2023-10-17,da386516-2de7-4389-bdb6-a1adbdfd3db3
4388,Smartphone,Electronics,Jack Perry,West,11,1287.48,14162.28,2023-11-08,4179fc3c-9b49-4e0d-91b5-b8791104f743
4389,Monitor,Electronics,Lisa Kirk,East,14,1665.06,23310.84,2025-04-06,a28eabd3-3b10-4e7d-8d4d-9c9881e955c9
4390,Laptop,Electronics,Anna White MD,North,2,418.37,836.74,2024-01-24,78c88dca-5b16-46f3-a6db-32d159bd35a2
4391,Tablet,Electronics,David Thornton,North,5,1006.31,5031.55,2023-10-27,ea390ae6-8b98-4a29-a43a-6763c3358cbd
4392,Monitor,Electronics,John Montoya,East,5,998.88,4994.4,2023-10-06,b8b4b16a-b1af-4d55-85f0-2eb4d368956e
4393,Monitor,Electronics,Elizabeth Hill,South,17,1751.11,29768.87,2023-10-05,6ac0a289-7268-4422-a07d-f1f8a3fb69ad
4394,Keyboard,Accessories,Dr. Tracy Ritter,East,9,933.91,8405.19,2024-01-20,a35bf762-4258-4b84-b332-5ed4ba534b5e
4395,Tablet,Electronics,Jeffrey Bailey,South,19,668.13,12694.47,2024-08-21,99f930ff-3061-4668-8322-05643f6a04b0
4396,Monitor,Electronics,Tracy Hodge,West,19,1604.71,30489.49,2023-09-04,efd6fe48-d77f-447b-8322-a1f5e3a6008d
